"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"286","F1",2023-04-02,"Brest","Toulouse",3,1,"H",1,1,"D",2.85,3.53,2.54,"1-1","3-1",17,7,8,3,2,5,0,1,4,2,16,12,4,6,28,"4-2","Y","Y","Y",7,1,"Brest-Toulouse",190,4,0,95,1500,380,570,0,24,0,0,1140,2280
"296","F1",2023-04-09,"Montpellier","Toulouse",1,2,"A",0,1,"A",2.07,3.86,3.48,"0-1","1-2",16,8,15,8,0,2,0,0,4,3,16,19,3,7,35,"4-3","Y","Y","N",2,0,"Montpellier-Toulouse",204,3,0,20,0,60,140,0,21,0,0,1428,420
"301","F1",2023-04-14,"Toulouse","Lyon",1,2,"A",1,1,"D",3.53,3.92,2.04,"1-1","1-2",13,6,14,3,1,4,0,0,8,5,14,10,3,13,24,"8-5","Y","Y","N",5,0,"Toulouse-Lyon",159,3,0,50,400,150,650,0,39,0,0,2067,1950
"316","F1",2023-04-23,"Lorient","Toulouse",0,1,"A",0,0,"D",2.39,3.71,2.93,"0-0","0-1",9,1,13,4,3,2,0,0,2,7,13,12,1,9,25,"2-7","N","N","N",5,0,"Lorient-Toulouse",68,1,6,50,600,50,450,300,9,6,54,612,450
"329","F1",2023-05-02,"Toulouse","Lens",0,1,"A",0,1,"A",5.32,4.49,1.62,"0-1","0-1",9,2,11,3,1,2,0,0,5,0,5,7,1,5,12,"5-0","N","N","N",3,0,"Toulouse-Lens",33,1,11,30,200,30,150,330,5,11,55,165,150
"335","F1",2023-05-07,"Ajaccio","Toulouse",0,0,"D",0,0,"D",3.55,3.45,2.19,"0-0","0-0",4,2,15,5,3,0,0,0,4,7,10,8,0,11,18,"4-7","N","N","N",3,0,"Ajaccio-Toulouse",0,0,0,30,0,0,330,0,0,0,0,0,0
"288","F1",2023-04-02,"Nantes","Reims",0,3,"A",0,2,"A",3.13,3.42,2.41,"0-2","0-3",12,6,14,9,1,2,0,0,3,4,10,13,3,7,23,"3-4","Y","Y","N",3,0,"Nantes-Reims",135,3,155,30,200,90,210,4650,21,465,1085,945,630
"299","F1",2023-04-09,"Nantes","Monaco",2,2,"D",0,2,"A",3.85,3.79,1.98,"0-2","2-2",9,2,16,10,3,1,0,0,6,8,13,11,4,14,24,"6-8","Y","Y","Y",4,0,"Nantes-Monaco",194,4,62,40,300,160,560,2480,56,248,868,2716,2240
"305","F1",2023-04-16,"Auxerre","Nantes",2,1,"H",2,0,"H",2.56,3.06,3.22,"2-0","2-1",13,7,17,7,2,2,0,0,3,6,14,8,3,9,22,"3-6","Y","Y","N",4,0,"Auxerre-Nantes",103,3,44,40,400,120,360,1760,27,132,396,927,1080
"317","F1",2023-04-23,"Nantes","Troyes",2,2,"D",1,0,"H",1.68,3.99,5.46,"1-0","2-2",19,9,9,4,1,0,0,0,13,4,12,10,4,17,22,"13-4","Y","Y","Y",1,0,"Nantes-Troyes",269,4,47,10,0,40,170,470,68,188,799,4573,680
"330","F1",2023-05-03,"Brest","Nantes",2,0,"H",2,0,"H",2.28,3.43,3.36,"2-0","2-0",8,4,13,5,0,1,0,0,2,4,7,15,2,6,22,"2-4","Y","N","N",1,0,"Brest-Nantes",53,2,51,10,0,20,60,510,12,102,306,318,120
"338","F1",2023-05-07,"Nantes","Strasbourg",0,2,"A",0,1,"A",2.88,3.35,2.62,"0-1","0-2",13,5,8,6,3,1,0,0,11,1,22,15,2,12,37,"11-1","Y","N","N",4,0,"Nantes-Strasbourg",73,2,39,40,300,80,480,1560,24,78,468,876,960
"13","F1",2023-05-07,"Nantes","Strasbourg",0,2,"A",0,1,"A",2.88,3.35,2.62,"0-1","0-2",13,5,8,6,3,1,0,0,11,1,22,15,2,12,37,"11-1","Y","N","N",4,0,"Nantes-Strasbourg",123.416666666667,2.5,34.5833333333333,37.0833333333333,325,98.3333333333333,344.166666666667,1005,25.5,102.5,335.916666666667,1313.91666666667,913.333333333333
